position,author_name,link,volgers,favorieten,gelezen,aanhetlezen,wiliklezen,favoriet,recensies,artikelen,newsroom,spots,topics
2846,Imre Kertész,https://www.hebban.nl/auteur/imre-kertesz,3,11,116,1,88,11,6,,,1,
2847,Anna Meijerink,https://www.hebban.nl/auteur/anna-meijerink,,13,124,3,28,13,13,,,,
2848,Enne Koens,https://www.hebban.nl/auteur/enne-koens,6,8,178,3,84,8,22,1,1,1,
2849,Simon Mawer,https://www.hebban.nl/auteur/simon-mawer,6,8,118,4,47,8,7,1,,,
2850,Mirthe van Doornik,https://www.hebban.nl/auteur/mirthe-van-doornik,7,7,152,3,161,7,41,4,1,5,
2851,Hannah Richell,https://www.hebban.nl/auteur/hannah-richell,4,10,104,3,42,10,9,,,,
2852,Carol O'Connell,https://www.hebban.nl/auteur/carol-oconnell,11,3,191,3,60,3,14,,,,
2853,Theo Meijer,https://www.hebban.nl/auteur/theo-meijer,14,,10,2,1,0,3,,,,
2854,Lars Saabye Christensen,https://www.hebban.nl/auteur/lars-saabye-christensen,4,10,154,5,128,10,10,,,8,
2855,Heleen Smit,https://www.hebban.nl/auteur/heleen-smit,7,7,365,25,506,7,47,,,,
2856,Oriana Fallaci,https://www.hebban.nl/auteur/oriana-fallaci,0,14,226,2,28,14,3,,,,
2857,Sam Eastland,https://www.hebban.nl/auteur/sam-eastland,12,2,65,0,18,2,10,,,1,
2858,Penelope Fitzgerald,https://www.hebban.nl/auteur/penelope-fitzgerald,6,8,307,8,202,8,29,3,,8,
2859,Nic Stone,https://www.hebban.nl/auteur/nic-stone-2,,13,177,1,195,13,32,3,,7,
2860,Kate Egan,https://www.hebban.nl/auteur/kate-egan,4,10,36,0,12,10,0,,,,
2861,Clare Donoghue,https://www.hebban.nl/auteur/clare-donoghue,8,6,238,2,166,6,21,,,,
2862,Kristiaan Vandenbussche,https://www.hebban.nl/auteur/kristiaan-vandenbussche,2,12,82,6,81,12,55,,,,
2863,Bianca Toeps,https://www.hebban.nl/auteur/bianca-toeps,2,12,249,13,258,12,23,,,1,
2864,Chuck Hogan,https://www.hebban.nl/auteur/chuck-hogan,2,12,126,2,67,12,10,,,,
2865,Elie Wiesel,https://www.hebban.nl/auteur/elie-wiesel,2,12,173,5,89,12,7,1,,,
2866,Kati Hiekkapelto,https://www.hebban.nl/auteur/kati-hiekkapelto,9,5,99,0,75,5,16,,,1,
2867,Anne-Marie Hooyberghs,https://www.hebban.nl/auteur/anne-marie-hooyberghs,4,10,161,2,110,10,8,,,1,
2868,Gemma Liviero,https://www.hebban.nl/auteur/gemma-liviero,2,12,166,5,274,12,40,1,,4,
2869,Joyce Roele,https://www.hebban.nl/auteur/joyce-roele,8,6,37,1,47,6,12,,,1,
2870,Jessica Knoll,https://www.hebban.nl/auteur/jessica-knoll,6,8,248,8,237,8,47,2,,,
2871,Louise Hay,https://www.hebban.nl/auteur/louise-hay,3,11,129,10,187,11,7,,,,
2872,P. Baccalario,https://www.hebban.nl/auteur/p-baccalario,6,8,98,5,51,8,2,,,,
2873,Isabel Ashdown,https://www.hebban.nl/auteur/isabel-ashdown,,13,421,9,421,13,13,,,,
2874,Gauke Andriesse,https://www.hebban.nl/auteur/gauke-andriesse,13,,100,0,33,1,12,1,,1,
2875,Louise Fein,https://www.hebban.nl/auteur/louise-fein,,13,173,7,357,13,25,1,,,
2876,Tom Sharpe,https://www.hebban.nl/auteur/tom-sharpe,3,11,325,3,38,11,4,,,,
2877,Dirk Van Boxem,https://www.hebban.nl/auteur/dirk-van-boxem,13,,19,0,35,1,5,,,2,
2878,Pepijn Lanen,https://www.hebban.nl/auteur/pepijn-lanen,4,10,302,12,154,10,13,,2,,
2879,Garth Stein,https://www.hebban.nl/auteur/garth-stein,,13,68,2,46,13,10,,,,
2880,Ben Kane,https://www.hebban.nl/auteur/ben-kane,7,7,138,10,31,7,4,,,1,
2881,Wilfried de Jong,https://www.hebban.nl/auteur/wilfried-de-jong-2,11,3,221,8,48,3,8,2,,,
2882,Mariana Leky,https://www.hebban.nl/auteur/mariana-leky,3,11,126,3,106,11,4,,,,
2883,Lauren Myracle,https://www.hebban.nl/auteur/lauren-myracle,3,11,239,15,188,11,13,,,,
2884,Rinus Ferdinandusse,https://www.hebban.nl/auteur/rinus-ferdinandusse,12,2,64,1,42,2,11,3,,,
2885,Alastair Reynolds,https://www.hebban.nl/auteur/alastair-reynolds,11,3,22,1,18,3,0,4,,,
2886,Eva Daeleman,https://www.hebban.nl/auteur/eva-daeleman,4,10,151,13,52,10,3,,,,
2887,Iris van der Blom,https://www.hebban.nl/auteur/iris-van-der-blom,3,11,250,6,101,11,16,,,,
2888,Agota Kristof,https://www.hebban.nl/auteur/agota-kristof,0,14,50,0,16,14,3,,,,
2889,Mariette Zweers,https://www.hebban.nl/auteur/mariette-zweers,12,2,407,9,218,2,27,,,,
2890,Marijke van Dijk,https://www.hebban.nl/auteur/marijke-van-dijk,11,3,58,2,33,3,10,,,1,
2891,Jos Langens,https://www.hebban.nl/auteur/jos-langens,14,,3,0,4,0,2,,,,
2892,Jan Konst,https://www.hebban.nl/auteur/jan-konst,9,5,68,2,78,5,5,,,1,
2893,Annemarie Bon,https://www.hebban.nl/auteur/annemarie-bon,7,7,207,3,189,7,35,7,,2,
2894,Lucy Strange,https://www.hebban.nl/auteur/lucy-strange,6,8,167,7,213,8,36,1,,3,
2895,Philip Snijder,https://www.hebban.nl/auteur/philip-snijder,5,9,203,3,80,9,31,1,,1,
2896,Laura Sebastian,https://www.hebban.nl/auteur/laura-sebastian,2,12,178,8,292,12,21,,,2,
2897,Titia Schut,https://www.hebban.nl/auteur/titia-schut,10,4,26,2,33,4,10,,,1,
2898,Jörg Kastner,https://www.hebban.nl/auteur/jorg-kastner,8,6,236,3,140,6,19,1,,,
2899,Jessica Brody,https://www.hebban.nl/auteur/jessica-brody,3,11,97,0,66,11,4,,,2,
2900,Herta Müller,https://www.hebban.nl/auteur/herta-muller,4,10,108,2,49,10,13,1,,2,
2901,Tara Altebrando,https://www.hebban.nl/auteur/tara-altebrando,5,9,178,7,163,9,10,1,,3,
2902,Alan Hollinghurst,https://www.hebban.nl/auteur/alan-hollinghurst,5,9,116,4,82,9,9,,,1,
2903,Hannah Cuppen,https://www.hebban.nl/auteur/hannah-cuppen,5,9,85,26,105,9,9,2,,,
2904,Tommaso Valsecchi,https://www.hebban.nl/auteur/tommaso-valsecchi,0,14,97,3,18,14,0,,,,
2905,Jesse van Willigenburg,https://www.hebban.nl/auteur/jesse-van-willigenburg,10,4,12,1,14,4,6,,,,
2906,Kristina Sandberg,https://www.hebban.nl/auteur/kristina-sandberg,3,11,175,7,153,11,6,1,,4,
2907,Noortje Brink,https://www.hebban.nl/auteur/noortje-brink,4,10,732,7,398,10,49,,,,
2908,Arno van den  Kieboom,https://www.hebban.nl/auteur/arno-van-den-kieboom,11,3,70,0,38,3,13,,,,
2909,Maxime Van Der Ploeg,https://www.hebban.nl/auteur/maxime-van-der-ploeg,14,,4,1,2,0,1,,,,
2910,Adam Kay,https://www.hebban.nl/auteur/adam-kay,,13,159,7,130,13,5,,,1,
2911,Jacob Slavenburg,https://www.hebban.nl/auteur/jacob-slavenburg,6,8,203,14,400,8,40,1,,2,
2912,Sallie Bissell,https://www.hebban.nl/auteur/s-bissell,8,6,96,0,40,6,8,,,1,
2913,Tove Ditlevsen,https://www.hebban.nl/auteur/tove-ditlevsen,2,12,217,7,305,12,11,,,1,
2914,Rik Launspach,https://www.hebban.nl/auteur/rik-launspach,4,10,434,8,109,10,38,,,,
2915,Manda Scott,https://www.hebban.nl/auteur/manda-scott,6,8,222,10,183,8,18,,,1,
2916,Elias Canetti,https://www.hebban.nl/auteur/elias-canetti,2,12,84,4,49,11,7,,,1,
2917,A.G. Riddle,https://www.hebban.nl/auteur/ag-riddle,7,7,116,4,126,7,13,,,,
2918,Kobe Lecompte,https://www.hebban.nl/auteur/kobe-lecompte,13,,18,1,14,1,16,,,,
2919,Mike Dash,https://www.hebban.nl/auteur/mike-dash,7,7,49,2,28,7,4,,,,
2920,Nevil Shute,https://www.hebban.nl/auteur/nevil-shute,3,11,126,1,28,11,2,,,,
2921,Johan Fabricius,https://www.hebban.nl/auteur/johan-fabricius,3,11,112,4,65,11,3,,,3,
2922,Dawn French,https://www.hebban.nl/auteur/dawn-french,5,9,230,3,94,9,13,,,1,
2923,Daniëlle Pasma,https://www.hebban.nl/auteur/danielle-pasma,13,,17,0,5,1,11,,,1,
2924,Peter Ackroyd,https://www.hebban.nl/auteur/peter-ackroyd,13,,65,2,47,1,9,,,,
2925,Agustin Martinez,https://www.hebban.nl/auteur/agustin-martinez,7,7,160,1,193,7,13,1,,2,
2926,Jess Rothenberg,https://www.hebban.nl/auteur/jess-rothenberg,2,12,193,3,204,12,16,2,,,
2927,Jason Rekulak,https://www.hebban.nl/auteur/jason-rekulak,6,8,58,2,57,8,16,,,2,
2928,Torgny Lindgren,https://www.hebban.nl/auteur/torgny-lindgren,6,8,132,1,48,8,17,,1,2,
2929,Elsa Osorio,https://www.hebban.nl/auteur/elsa-osorio,2,12,151,0,48,12,5,,,,
2930,Eduardo Mendoza,https://www.hebban.nl/auteur/eduardo-mendoza,5,9,150,5,80,9,9,,,2,
2931,Robert Thomson,https://www.hebban.nl/auteur/robert-thomson,9,5,44,1,28,5,19,,,,
2932,Annie Barrows,https://www.hebban.nl/auteur/annie-barrows,,13,177,3,98,13,13,,,3,
2933,Marcellus Emants,https://www.hebban.nl/auteur/marcellus-emants,,13,294,4,42,13,4,,,5,
2934,Bogaerts,https://www.hebban.nl/auteur/bogaerts,13,,52,3,52,1,14,,,,
2935,Laura Frantz,https://www.hebban.nl/auteur/laura-frantz,7,7,221,0,184,7,4,,,,
2936,Brigitte Aubert,https://www.hebban.nl/auteur/brigitte-aubert,5,9,74,0,42,9,28,,,1,
2937,Marianne Thamm,https://www.hebban.nl/auteur/marianne-thamm,,13,155,7,104,13,5,,,,
2938,K. Cast,https://www.hebban.nl/auteur/k-cast,2,12,111,3,88,12,0,,,,
2939,Joke Janssen,https://www.hebban.nl/auteur/joke-janssen,5,9,38,0,25,9,17,1,,1,
2940,Amity Gaige,https://www.hebban.nl/auteur/amity-gaige,4,10,175,1,114,10,11,,,,
2941,John Fante,https://www.hebban.nl/auteur/john-fante,2,12,99,1,54,12,12,2,,1,
2942,Veronique Puts,https://www.hebban.nl/auteur/veronique-puts,2,12,68,2,58,12,16,,,,
2943,Anna Drijver,https://www.hebban.nl/auteur/anna-drijver,7,7,154,0,63,7,19,1,,1,
2944,Jan Geurt Gaarlandt,https://www.hebban.nl/auteur/jan-geurt-gaarlandt,2,12,89,11,64,12,2,,,,
2945,Soraya Naomi,https://www.hebban.nl/auteur/soraya-naomi,5,9,375,7,156,9,26,,,,
2946,Ian Caldwell,https://www.hebban.nl/auteur/ian-caldwell,12,2,160,5,49,2,38,,,,
2947,Yosh Elm,https://www.hebban.nl/auteur/yosh-elm,6,8,41,3,21,8,7,,,,
2948,Denise Simone,https://www.hebban.nl/auteur/denise-simone-2,14,,1,0,0,0,0,,,,
2949,David Polonsky,https://www.hebban.nl/auteur/david-polonsky,0,14,5,0,4,0,0,,,4,
2950,Régine Deforges,https://www.hebban.nl/auteur/regine-deforges,,13,106,2,47,13,3,,,,
2951,Dietske Geerlings,https://www.hebban.nl/auteur/dietske-geerlings,13,,14,0,15,1,6,,,2,
2952,Katrien Van Effelterre,https://www.hebban.nl/auteur/katrien-van-effelterre,10,4,117,5,119,4,22,2,,1,
2953,W.E.B. Griffin,https://www.hebban.nl/auteur/web-griffin,,13,49,2,27,13,0,,,,
2954,Julian Winter,https://www.hebban.nl/auteur/julian-winter,13,,26,3,16,1,16,,,3,
2955,Casey McQuiston,https://www.hebban.nl/auteur/casey-mcquiston,0,14,163,15,192,14,38,1,,,
2956,Genki Kawamura,https://www.hebban.nl/auteur/genki-kawamura-2,0,14,148,5,129,14,7,,,,
2957,Robert Louis Stevenson,https://www.hebban.nl/auteur/robert-louis-stevenson,2,12,255,10,95,12,6,,,4,
2958,Brendan Reichs,https://www.hebban.nl/auteur/brendan-reichs,5,9,149,1,116,9,4,,,,
2959,Deeanne Gist,https://www.hebban.nl/auteur/deeanne-gist,5,9,242,4,134,9,14,,,1,
2960,Kevin Williamson,https://www.hebban.nl/auteur/kevin-williamson,2,12,77,7,96,12,0,,,,
2961,Richard Bachman,https://www.hebban.nl/auteur/richard-bachman,11,3,108,1,31,3,4,,,5,
2962,Thich Nhat Hanh,https://www.hebban.nl/auteur/thich-nhat-hanh,8,6,96,13,82,6,2,,,1,
2963,Aron Wade,https://www.hebban.nl/auteur/aron-wade,4,10,160,3,124,10,39,,,,
2964,Susan Wallenburg,https://www.hebban.nl/auteur/susan-wallenburg,9,5,17,1,15,5,4,,,,
2965,Shelena Shorts,https://www.hebban.nl/auteur/shelena-shorts,3,11,131,6,177,11,48,,,,
2966,Guy de Maupassant,https://www.hebban.nl/auteur/guy-de-maupassant,5,9,99,2,46,7,5,,,1,
2967,Jasmine Warga,https://www.hebban.nl/auteur/jasmine-warga,2,12,70,0,43,12,13,,,2,
2968,Lara Mohn,https://www.hebban.nl/auteur/lara-mohn,11,3,14,0,20,3,3,,,1,
2969,Eric Lindstrom,https://www.hebban.nl/auteur/eric-lindstrom,5,9,139,2,166,9,34,1,,2,
2970,Meg Gardiner,https://www.hebban.nl/auteur/meg-gardiner,13,,115,3,67,1,22,1,,,
2971,Lisa Renee Jones,https://www.hebban.nl/auteur/lisa-renee-jones,10,4,179,4,93,3,1,,,,
2972,Albert Sánchez Piñol,https://www.hebban.nl/auteur/albert-sanchez-pinol,7,7,85,3,95,7,22,2,,,
2973,Chris Riddell,https://www.hebban.nl/auteur/chris-riddell,6,8,107,0,19,8,2,,,4,
2974,Renate Breuer,https://www.hebban.nl/auteur/renate-breuer,14,,15,1,16,0,2,2,,,
2975,Rhiannon Williams,https://www.hebban.nl/auteur/rhiannon-williams,0,14,114,10,116,14,14,1,,,
2976,Marjane Satrapi,https://www.hebban.nl/auteur/marjane-satrapi,0,14,91,2,22,14,3,,,1,
2977,Cameron Dokey,https://www.hebban.nl/auteur/cameron-dokey,0,14,68,3,39,14,0,,,1,
2978,Kate Elliott,https://www.hebban.nl/auteur/kate-elliott,13,,72,2,72,1,7,,,,
2979,Machteld van Zalingen,https://www.hebban.nl/auteur/machteld-van-zalingen,14,,66,1,28,0,15,,,,
2980,Eva Vriend,https://www.hebban.nl/auteur/eva-vriend,7,7,200,23,254,7,38,,1,1,
2981,Mike Boddé,https://www.hebban.nl/auteur/mike-bodde,7,7,143,5,69,7,15,1,1,,
2982,Anika Redhed,https://www.hebban.nl/auteur/anika-redhed,14,,28,0,28,0,18,,,3,
2983,Iona Grey,https://www.hebban.nl/auteur/iona-grey,7,7,61,2,66,7,20,1,,,
2984,Jorrit de Klerk,https://www.hebban.nl/auteur/jorrit-de-klerk,10,4,55,3,57,4,17,,,1,
2985,Martin Bossenbroek,https://www.hebban.nl/auteur/martin-bossenbroek,3,11,76,11,89,11,7,,,,
2986,Esi Edugyan,https://www.hebban.nl/auteur/esi-edugyan,,13,201,5,192,13,23,,,1,
2987,Friedrich Dürrenmatt,https://www.hebban.nl/auteur/friedrich-durrenmatt,3,11,197,2,151,11,29,1,,1,
2988,William Lashner,https://www.hebban.nl/auteur/william-lashner,13,,121,5,60,1,20,,,1,
2989,George van Hal,https://www.hebban.nl/auteur/george-van-hal,14,,13,2,36,0,4,2,,1,
2990,Jos Govaarts,https://www.hebban.nl/auteur/jos-govaarts,13,,24,0,34,1,11,,,,
2991,Indigo Bloome,https://www.hebban.nl/auteur/indigo-bloome,13,,265,7,139,1,1,,,,
2992,David Almond,https://www.hebban.nl/auteur/david-almond,11,3,128,2,70,3,11,,,2,
2993,Katherine Howe,https://www.hebban.nl/auteur/katherine-howe,9,5,61,2,31,5,6,,,,
2994,Zlatan Ibrahimovic,https://www.hebban.nl/auteur/zlatan-ibrahimovic,0,14,177,9,43,14,2,,,,
2995,Henry James,https://www.hebban.nl/auteur/james,7,7,116,1,86,7,4,,,2,
2996,Engelina Fenn,https://www.hebban.nl/auteur/engelina-fenn,13,,29,0,52,1,14,1,,,
2997,Fred Steinmetz,https://www.hebban.nl/auteur/fred-steinmetz,12,,1,0,0,1,0,,,,
2998,Sunny Singh,https://www.hebban.nl/auteur/sunny-singh,9,4,54,2,80,4,15,4,,,
2999,Sarah Forsyth,https://www.hebban.nl/auteur/sarah-forsyth,5,8,256,12,124,8,23,,,1,
3000,Eline Rosenhart,https://www.hebban.nl/auteur/eline-rosenhart,4,9,123,4,86,9,3,,,,
3001,Patti Smith,https://www.hebban.nl/auteur/patti-smith,,12,77,11,34,12,3,,,1,
3002,Laura Steven,https://www.hebban.nl/auteur/laura-steven,2,11,172,7,148,11,18,1,,11,
3003,Esther Leeuwrik,https://www.hebban.nl/auteur/esther-leeuwrik,13,,1,0,4,0,1,1,,,
3004,Fiona Barton,https://www.hebban.nl/auteur/fiona-barton,10,3,282,10,253,3,21,1,,,
3005,Dinah Jefferies,https://www.hebban.nl/auteur/dinah-jefferies,8,5,244,6,344,5,21,,,6,
3006,Rudolph van Veen,https://www.hebban.nl/auteur/rudolph-van-veen-2,11,2,46,0,28,2,7,3,,4,
3007,Kuki Gallmann,https://www.hebban.nl/auteur/kuki-gallmann,0,13,163,0,31,11,1,,,,
3008,Ayelet Gundar-Goshen,https://www.hebban.nl/auteur/ayelet-gundar-goshen,4,9,112,6,114,9,41,2,,4,
3009,Isabel Abedi,https://www.hebban.nl/auteur/isabel-abedi,10,3,25,0,1,3,4,,,,
3010,Pascale Naessens,https://www.hebban.nl/auteur/pascale-naessens,13,,164,9,100,0,9,2,1,6,
3011,Jan Stocklassa,https://www.hebban.nl/auteur/jan-stocklassa,4,9,86,11,298,9,10,2,,1,
3012,Chris Rippen,https://www.hebban.nl/auteur/chris-rippen,6,7,55,0,46,7,6,3,1,,
3013,Chris Colfer,https://www.hebban.nl/auteur/chris-colfer,4,9,55,2,26,9,1,,,,
3014,Mareike Fallwickl,https://www.hebban.nl/auteur/mareike-fallwickl,,12,264,14,345,12,15,,,,
3015,Karin Luttenberg,https://www.hebban.nl/auteur/karin-luttenberg,8,5,58,2,59,5,10,3,,,
3016,Derk Visser,https://www.hebban.nl/auteur/derk-visser,2,11,152,2,93,11,60,3,,,
3017,Koen Vermeiren,https://www.hebban.nl/auteur/koen-vermeiren,12,,43,2,16,1,11,,,,
3018,James Baldwin,https://www.hebban.nl/auteur/baldwin,,12,195,4,173,12,13,,,2,
3019,Sascha Arango,https://www.hebban.nl/auteur/sascha-arango,8,5,75,2,46,5,10,,,,
3020,Els Rommers,https://www.hebban.nl/auteur/els-rommers,12,,13,0,6,1,8,,,,
3021,Craig Russell,https://www.hebban.nl/auteur/craig-russell,8,5,105,1,40,5,19,1,,,
3022,Michael Pye,https://www.hebban.nl/auteur/michael-pye,3,10,80,22,158,10,6,2,,,
3023,Giles Blunt,https://www.hebban.nl/auteur/g-blunt,11,2,72,0,43,2,23,,,,
3024,Kees 't Hart,https://www.hebban.nl/auteur/kees-t-hart,3,10,247,3,93,10,23,,1,1,
3025,Zeruya Shalev,https://www.hebban.nl/auteur/zeruya-shalev,4,9,66,0,63,9,2,,,1,
3026,Robin Sloan,https://www.hebban.nl/auteur/robin-sloan,,12,205,7,210,12,13,,,,
3027,Rick Mofina,https://www.hebban.nl/auteur/rick-mofina,9,4,51,2,30,4,2,,,,
3028,Femke Schavemaker,https://www.hebban.nl/auteur/femke-schavemaker,8,5,61,2,79,5,9,2,,3,
3029,Carl Friedman,https://www.hebban.nl/auteur/carl-friedman,3,10,236,2,35,10,7,,1,1,
3030,Anton Valens,https://www.hebban.nl/auteur/anton-valens,7,6,169,4,63,6,26,1,1,,
3031,Trudy van Rooij - van Mil,https://www.hebban.nl/auteur/trudy-van-rooij-van-mil,13,,5,0,3,0,0,,,,
3032,Helen Dool,https://www.hebban.nl/auteur/helen-dool,12,,4,0,1,1,3,,,,
3033,Jaroslav Hasek,https://www.hebban.nl/auteur/jaroslav-hasek,0,13,36,0,26,13,0,,,,
3034,Luc Vos,https://www.hebban.nl/auteur/luc-vos,7,6,44,3,48,6,7,,,,
3035,Apotheker & Van Dissel,https://www.hebban.nl/auteur/apotheker-van-dissel,7,6,224,7,155,6,18,1,1,,
3036,Christina Dalcher,https://www.hebban.nl/auteur/christina-dalcher,0,13,513,11,395,13,49,1,,,
3037,Fikry El Azzouzi,https://www.hebban.nl/auteur/fikry-el-azzouzi-2,8,5,120,8,98,5,25,1,,6,
3038,Johanne A. van Archem,https://www.hebban.nl/auteur/johanne-a-van-archem-2,9,4,243,5,213,4,14,,,1,
3039,Bart Verdeyen,https://www.hebban.nl/auteur/bart-verdeyen,13,,7,1,7,0,4,1,,,
3040,Maite Carranza,https://www.hebban.nl/auteur/maite-carranza,11,2,211,0,114,2,4,1,,,
3041,Diana Wynne Jones,https://www.hebban.nl/auteur/diana-wynne-jones-2,2,11,106,4,39,12,2,,,5,
3042,Iain Banks,https://www.hebban.nl/auteur/iain-banks,6,7,55,0,11,7,5,,,1,
3043,Mackenzi Lee,https://www.hebban.nl/auteur/mackenzi-lee,,12,55,5,31,12,2,,,2,
3044,Douglas Carlton Abrams,https://www.hebban.nl/auteur/douglas-carlton-abrams,6,7,68,20,54,7,5,,,,
3045,Tessa Afshar,https://www.hebban.nl/auteur/tessa-afshar,4,9,169,5,127,9,6,,,,
3046,Amanda Hodgkinson,https://www.hebban.nl/auteur/amanda-hodgkinson,7,6,201,4,77,6,16,1,,1,
3047,Arthur C. Clarke,https://www.hebban.nl/auteur/arthur-c-clarke,7,6,131,1,30,6,4,,,4,
3048,Fred Diks,https://www.hebban.nl/auteur/fred-diks,,12,130,4,33,12,4,1,1,1,
3049,Marek Sindelka,https://www.hebban.nl/auteur/marek-sindelka,6,7,147,12,208,7,20,2,1,5,
3050,Cathy Gohlke,https://www.hebban.nl/auteur/cathy-gohlke,2,11,118,7,71,10,4,,,,
3051,Helene Wecker,https://www.hebban.nl/auteur/helene-wecker,4,9,44,4,60,9,6,2,,,
3052,S.L. Grey,https://www.hebban.nl/auteur/sl-grey,5,8,179,1,149,8,29,,,1,
3053,Maaike de Wilde,https://www.hebban.nl/auteur/maaike-de-wilde,12,,22,3,28,1,16,,,,
3054,Tineke Aarts,https://www.hebban.nl/auteur/tineke-aarts-2,8,5,38,0,17,5,19,,,,
3055,Nick Pengelley,https://www.hebban.nl/auteur/nick-pengelley,9,4,51,0,16,4,27,2,,,
3056,Wim Kayzer,https://www.hebban.nl/auteur/wim-kayzer,0,13,45,5,80,13,2,,,,
3057,Barbara Sevenstern,https://www.hebban.nl/auteur/barbara-sevenstern,3,10,399,7,381,10,41,2,,3,
3058,Robert Graves,https://www.hebban.nl/auteur/robert-graves,0,13,63,5,36,13,1,,,1,
3059,Bill Clinton,https://www.hebban.nl/auteur/bill-clinton,0,13,510,27,324,13,17,1,3,1,
3060,Pia de Jong,https://www.hebban.nl/auteur/pia-de-jong,,12,236,1,101,12,10,,,2,
3061,Nynke Feenstra,https://www.hebban.nl/auteur/nynke-feenstra,13,,2,0,1,0,0,,,,
3062,Karen Blixen,https://www.hebban.nl/auteur/karen-blixen,3,10,104,7,37,10,1,2,,1,
3063,Amy Giles,https://www.hebban.nl/auteur/amy-giles-2,4,9,158,2,300,9,50,2,,,
3064,Laura Hillenbrand,https://www.hebban.nl/auteur/laura-hillenbrand,3,10,41,1,26,10,4,,,,
3065,Neale Donald Walsch,https://www.hebban.nl/auteur/neale-donald-walsch,3,10,67,10,43,10,0,,,,
3066,Malcolm Mackay,https://www.hebban.nl/auteur/malcolm-mackay,6,7,72,1,61,7,14,,,,
3067,Karin Driegen,https://www.hebban.nl/auteur/karin-driegen,10,3,90,2,29,3,80,,,1,
3068,A. Meijerink,https://www.hebban.nl/auteur/a-meijerink,0,13,124,3,28,13,13,,,,
3069,Shusaku Endo,https://www.hebban.nl/auteur/shusaku-endo,5,8,118,6,114,8,13,,,1,
3070,Mindy Starns Clark,https://www.hebban.nl/auteur/mindy-starns-clark,3,10,136,1,85,10,1,,,,
3071,Anne Brontë,https://www.hebban.nl/auteur/anne-bronte,5,8,91,2,42,8,6,,,4,
3072,Guy Gavriel Kay,https://www.hebban.nl/auteur/guy-gavriel-kay,4,9,66,1,36,9,2,3,,,
3073,Erica Ferencik,https://www.hebban.nl/auteur/erica-ferencik-2,9,4,240,2,141,4,23,,,,
3074,Gaston Van Camp,https://www.hebban.nl/auteur/gaston-van-camp,13,,26,1,1,0,8,,,,
3075,Lindy Scalloway,https://www.hebban.nl/auteur/lindy-scalloway,13,,3,0,0,0,3,,,,
3076,Frances Mayes,https://www.hebban.nl/auteur/frances-mayes,5,8,142,3,41,8,7,,,,
3077,Wim Kamerbeek,https://www.hebban.nl/auteur/wim-kamerbeek,12,,2,0,0,1,1,,,,
3078,Ludmilla van Santen,https://www.hebban.nl/auteur/ludmilla-van-santen,12,,2,1,1,1,0,,,,
3079,Evelyn Waugh,https://www.hebban.nl/auteur/evelyn-waugh,2,11,109,1,46,11,3,,,,
3080,Emmelie Arents,https://www.hebban.nl/auteur/emmelie-arents,11,2,32,1,59,2,6,,,2,
3081,Klaus Mann,https://www.hebban.nl/auteur/klaus-mann,2,11,65,2,63,11,9,,,5,
3082,Sarah Bailey,https://www.hebban.nl/auteur/sarah-bailey-2,6,7,257,15,338,7,30,,,,
3083,Elizabeth Macneal,https://www.hebban.nl/auteur/elizabeth-macneal,4,9,167,6,241,9,12,1,,1,
3084,Saskia Maaskant,https://www.hebban.nl/auteur/saskia-maaskant,7,6,92,4,66,6,22,,,,
3085,Bjorn Peeters,https://www.hebban.nl/auteur/bjorn-peeters,8,5,97,3,181,5,19,1,,8,
3086,Mirjam Mieserius,https://www.hebban.nl/auteur/mirjam-mieserius,13,,7,0,12,0,3,,,,
3087,Federico Axat,https://www.hebban.nl/auteur/federico-axat,5,8,57,3,85,8,14,,,6,
3088,Anne McCaffrey,https://www.hebban.nl/auteur/anne-mccaffrey,11,2,200,1,61,2,2,2,,4,
3089,Graham Brown,https://www.hebban.nl/auteur/graham-brown,5,8,141,3,66,8,14,,,,
3090,Marcel Heunks,https://www.hebban.nl/auteur/marcel-heunks,12,,21,0,5,1,16,,,,
3091,Antonella Tomaselli,https://www.hebban.nl/auteur/antonella-tomaselli,2,11,100,3,86,11,5,,,,
3092,Paul Maier,https://www.hebban.nl/auteur/paul-maier,3,10,94,5,41,10,1,,,,
3093,Daniel Kahneman,https://www.hebban.nl/auteur/daniel-kahneman,,12,65,50,145,12,0,,,,
3094,Jan van Dingstee,https://www.hebban.nl/auteur/jan-van-dingstee,12,,5,0,3,1,2,,,1,
3095,Baantjer Inc.,https://www.hebban.nl/auteur/baantjer-inc,5,8,233,2,64,8,12,,,1,
3096,Ocean Vuong,https://www.hebban.nl/auteur/ocean-vuong,2,11,214,15,272,11,23,,1,,
3097,Rafael Ábalos,https://www.hebban.nl/auteur/rafael-abalos,13,,45,3,33,0,2,,,,
3098,Christine Van den Hove,https://www.hebban.nl/auteur/christine-van-den-hove,13,,5,0,13,0,3,,,,
3099,Jorun Thørring,https://www.hebban.nl/auteur/jorun-thorring-2,11,2,88,1,47,2,9,,,,
3100,Jeanne Ryan,https://www.hebban.nl/auteur/jeanne-ryan,6,7,111,1,69,7,6,,,2,
3101,Robert Littell,https://www.hebban.nl/auteur/r-littell,7,6,34,1,19,6,12,,,1,
3102,Thea Zoeteman,https://www.hebban.nl/auteur/thea-zoeteman,2,11,164,4,155,11,35,1,,,
